id,title,overview,popularity,release_date,vote_average,vote_count,genre_ids,genres,actors,director
519182,Despicable Me 4,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",875.791,2024-06-20,7.086,2175,"[16, 10751, 35, 28]","['Animation', 'Family', 'Comedy', 'Action']","['Steve Carell', 'Kristen Wiig', 'Will Ferrell', 'Sofía Vergara', 'Miranda Cosgrove']",Chris Renaud
945961,Alien: Romulus,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe.",1011.771,2024-08-13,7.255,2323,"[878, 27]","['Science Fiction', 'Horror']","['Cailee Spaeny', 'David Jonsson', 'Archie Renaux', 'Isabela Merced', 'Spike Fearn']",Fede Álvarez
1051896,Arcadian,"In the near future, on a decimated Earth, Paul and his twin sons face terror at night when ferocious creatures awaken. When Paul is nearly killed, the boys come up with a plan for survival, using everything their father taught them to keep him alive.",847.405,2024-04-12,6.1,438,"[28, 27, 53, 878]","['Action', 'Horror', 'Thriller', 'Science Fiction']","['Nicolas Cage', 'Jaeden Martell', 'Maxwell Jenkins', 'Sadie Soverall', 'Samantha Coughlan']",Benjamin Brewer
1100856,Whisper of the Witch,"Mara, an ancient pagan spirit, hunts a group of teenagers taking their body parts to be reborn. A disillusioned and desperate investigator has to face his deepest fears to save the teenagers.",688.188,2024-06-13,6.545,11,"[27, 53]","['Horror', 'Thriller']","['Arthur Beschastny', 'Maryana Spivak', 'Sofya Shidlovskaya', 'Igor Grabuzov', 'Sergey Safronov']",Serik Beyseu
1116490,Cash Out,"Criminal mastermind Mason is about to execute the score of a lifetime when his lover and key member of his crew, Decker, takes the team down and reveals she’s an undercover Interpol agent. Heartbroken, Mason escapes and retires from the life of crime until his younger brother Shawn is out of his league taking on a big bank heist all on his own. Mason has no choice left but to come to the rescue, while Interpol brings Decker in hoping to unnerve him. Before the SWAT teams storm the bank, Mason must use every tool in his arsenal to not only escape with the prize, but also the love of his life.",735.804,2024-04-26,6.255,110,"[28, 53]","['Action', 'Thriller']","['John Travolta', 'Kristin Davis', 'Lukas Haas', 'Quavo', 'Joel Cohen']",Randall Emmett
335983,Venom,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",728.794,2018-09-28,6.834,15972,"[878, 28]","['Science Fiction', 'Action']","['Tom Hardy', 'Michelle Williams', 'Riz Ahmed', 'Scott Haze', 'Reid Scott']",Ruben Fleischer
1084736,The Count of Monte-Cristo,"Edmond Dantes becomes the target of a sinister plot and is arrested on his wedding day for a crime he did not commit. After 14 years in the island prison of Château d’If, he manages a daring escape. Now rich beyond his dreams, he assumes the identity of the Count of Monte-Cristo and exacts his revenge on the three men who betrayed him.",708.688,2024-06-28,8.243,865,"[28, 12, 18, 36, 10749, 53]","['Action', 'Adventure', 'Drama', 'History', 'Romance', 'Thriller']","['Pierre Niney', 'Bastien Bouillon', 'Anaïs Demoustier', 'Anamaria Vartolomei', 'Laurent Lafitte']",Alexandre de La Patellière
1022789,Inside Out 2,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",731.716,2024-06-11,7.589,4758,"[16, 10751, 12, 35, 18]","['Animation', 'Family', 'Adventure', 'Comedy', 'Drama']","['Amy Poehler', 'Maya Hawke', 'Kensington Tallman', 'Liza Lapira', 'Tony Hale']",Kelsey Mann
1142518,Freedom,"Inspired by the true events of one of France's most notorious non-violent robbers, Bruno Sulak, in the 1980s. He led multiple heists, then captured public attention for his many daring escapes from police custody...always to reunite with his beloved lover and accomplice Annie, becoming both France's Public Enemy #1 and an icon of Freedom.",844.356,2024-11-01,6.6,55,"[28, 10749, 18]","['Action', 'Romance', 'Drama']","['Lucas Bravo', 'Yvan Attal', 'Léa Luce Busato', 'Steve Tientcheu', 'David Ayala']",Mélanie Laurent
1041317,Battle for the Western Front,"Inspired by Canuck WWI flying ace Billy Bishop, two young soldiers crash the front lines in August 1918. With the Allies detained, their platoon must desperately hold out alongside legendary Anishinaabe sniper Francis ""Peggy"" Pegahmagabow.",732.627,2022-10-06,3.2,3,[10752],['War'],"['Michael Lake', 'Christopher Cordell', 'Sylvain Plasse', 'Somerville Black', 'Aaron Huggett']",Aaron Huggett
1196470,Survive,A couple celebrates their son’s birthday in the middle of the ocean on their boat. A violent storm hits and it brings up hungry creatures from the depths and they fight for their survival.,626.089,2024-06-19,5.595,58,"[53, 12, 28, 878]","['Thriller', 'Adventure', 'Action', 'Science Fiction']","['Andreas Pietschmann', 'Émilie Dequenne', 'Lucas Ebel', 'Arben Bajraktaraj', 'Lisa Delamar']",Frédéric Jardin
1029235,Azrael,"In a world where no one speaks, a devout female hunts down a young woman who has escaped her imprisonment. Recaptured by its ruthless leaders, Azrael is due to be sacrificed to pacify an ancient evil deep within the surrounding wilderness.",587.624,2024-09-27,6.122,131,"[28, 27, 53]","['Action', 'Horror', 'Thriller']","['Samara Weaving', 'Vic Carmen Sonne', 'Katariina Unt', 'Peter Christoffersen', 'Nathan Stewart-Jarrett']",E.L. Katz
791042,Levels,"After witnessing his girlfriend's murder, a man risks everything - including reality itself - to discover the truth.",1051.501,2024-11-01,5.8,14,"[28, 878, 53]","['Action', 'Science Fiction', 'Thriller']","['Cara Gee', 'Peter Mooney', 'Aaron Abrams', 'David Hewlett', 'Amanda Tapping']",Adam Stern
580489,Venom: Let There Be Carnage,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",561.646,2021-09-30,6.8,10196,"[878, 28, 12]","['Science Fiction', 'Action', 'Adventure']","['Tom Hardy', 'Woody Harrelson', 'Michelle Williams', 'Naomie Harris', 'Reid Scott']",Andy Serkis
98,Gladiator,"In the year 180, the death of Emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals, as well as a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is sentenced to execution. He escapes but is captured by slave traders. Renamed ""Spaniard"" and forced to become a gladiator, Maximus must battle to the death against other men for the amusement of paying audiences.",599.32,2000-05-04,8.216,18611,"[28, 18, 12]","['Action', 'Drama', 'Adventure']","['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed', 'Richard Harris']",Ridley Scott
179387,Heavenly Touch,"Jonard is having trouble making ends meet. His mother is suffering from depression, and he and his sister are forced to quit school in order to take care of her. One day, Jonard meets up his friend Rodel, and Rodel introduces him to the world of massage parlors. Rodel teaches him massage, and brings him to Heavenly Touch, a syndicate-run massage parlor that mostly caters to homosexuals.",880.664,2009-05-12,6.477,22,"[18, 10749]","['Drama', 'Romance']","['Paolo Serrano', 'Joash Balejado', 'Marco Morales', 'Gwen Garci', 'Paolo Rivero']",Joel Lamangan
889737,Joker: Folie à Deux,"While struggling with his dual identity, Arthur Fleck not only stumbles upon true love, but also finds the music that's always been inside him.",500.077,2024-10-01,5.607,1608,"[18, 80, 53]","['Drama', 'Crime', 'Thriller']","['Joaquin Phoenix', 'Lady Gaga', 'Brendan Gleeson', 'Catherine Keener', 'Zazie Beetz']",Todd Phillips
1094974,Take Cover,A burned-out professional sniper finds himself trapped in an all-glass penthouse by a lethal competitor and must find a way to survive and escape with little to no cover between him and the killer.,543.731,2024-10-04,7.053,57,"[28, 53]","['Action', 'Thriller']","['Scott Adkins', 'Alice Eve', 'Jack Parr', 'Billy Clements', 'Mădălina Bellariu Ion']",Nick McKinless
1371727,Sing: Thriller,"Buster Moon dreams up a star-studded spectacle set to Michael Jackson's ""Thriller"" in this animated short featuring characters from the hit ""Sing"" films.",450.644,2024-10-16,7.298,94,"[16, 10751, 35, 27]","['Animation', 'Family', 'Comedy', 'Horror']","['Matthew McConaughey', 'Tori Kelly', 'Nick Kroll', 'Scarlett Johansson', 'Taron Egerton']",Garth Jennings
976734,Canary Black,"Top level CIA agent Avery Graves is blackmailed by terrorists into betraying her own country to save her kidnapped husband. Cut off from her team, she turns to her underworld contacts to survive and help locate the coveted intelligence that the kidnappers want.",520.741,2024-10-10,6.305,243,"[28, 53, 80]","['Action', 'Thriller', 'Crime']","['Kate Beckinsale', 'Rupert Friend', 'Saffron Burrows', 'Ray Stevenson', 'Goran Kostić']",Pierre Morel
1214484,Let Go,A jaded mother makes a last-ditch effort to keep her family together by taking them on a trip to their teenage daughter’s pole dancing competition.,488.297,2024-11-01,8.068,170,[18],['Drama'],"['Josephine Bornebusch', 'Pål Sverre Hagen', 'Sigrid Johnson', 'Olle Tikkakoski Lundström', 'Leon Mentori']",Josephine Bornebusch
1287717,Do Not Enter,"Two working class youtubers ‘in the making’ enter an abandoned mansion to get their basketball back, and get lost inside while pranking each other. They record their ‘quick adventure’ with their phones for their audience, and tweak it with a fake phantom appearance to attract more followers to their YouTube channel. When uploaded the video goes viral, so they start a challenge: if the video reaches a certain number of views, they will enter the house again, at night, alone, totally unprotected. As fans react positively, they will do as promised, not only to discover and unveil the true nature of the place and their inhabitants, but to realize they might not be among the living anymore. Which opens a question - how far would you go to be famous?",442.513,2024-08-06,7.662,71,[27],['Horror'],"['Pablo Martínez', 'Lucas Caballero', 'Rafael Alfaro', 'Lara Chamorro', 'Andy Romero']",Hugo Cardozo
1100782,Smile 2,"About to embark on a new world tour, global pop sensation Skye Riley begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her dark past to regain control of her life before it spirals out of control.",607.657,2024-10-16,6.885,397,"[27, 9648]","['Horror', 'Mystery']","['Naomi Scott', 'Rosemarie DeWitt', 'Lukas Gage', 'Miles Gutierrez-Riley', 'Peter Jacobson']",Parker Finn
1328814,Amityville: Where the Echo Lives,"When paranormal investigator Heather West receives a call from a terrified woman who claims her house is inhabited by a ghost, she discovers the building has a horrifying history. After a presence from beyond our world reaches out to her, Heather begins to feel a pull to the other side of the spirit plane. Can this hunter of specters deliver an innocent soul to a place of peace and discover an eternal truth in time to save her own life?",453.199,2024-10-28,6.313,8,"[27, 9648]","['Horror', 'Mystery']","['Sarah McDonald', 'Breanna Rossi', 'Adela Perez', 'Nicholas J. Barelli', 'Hector De Alva']",Carlos Ayala
1331375,Dominique,"Dominique, a well-trained assassin, flees from her troubled past in an attempt to begin a new life in South America. However, she soon finds herself in a town plagued with violence and corruption. Facing brutal attacks from the police and mafia, Dominique must decide whether to protect herself or an innocent family that has taken her in.",471.803,2024-10-11,7.3,43,"[28, 53]","['Action', 'Thriller']","['Oksana Orlan', 'Sebastián Carvajal', 'María del Rosario', 'Maurice Compte', 'Chase Coleman']",Michael S. Ojeda
592831,Megalopolis,"Genius artist Cesar Catilina seeks to leap the City of New Rome into a utopian, idealistic future, while his opposition, Mayor Franklyn Cicero, remains committed to a regressive status quo, perpetuating greed, special interests, and partisan warfare. Torn between them is socialite Julia Cicero, the mayor’s daughter, whose love for Cesar has divided her loyalties, forcing her to discover what she truly believes humanity deserves.",504.709,2024-09-25,5.6,443,"[18, 878]","['Drama', 'Science Fiction']","['Adam Driver', 'Giancarlo Esposito', 'Nathalie Emmanuel', 'Aubrey Plaza', 'Shia LaBeouf']",Francis Ford Coppola
402431,Wicked,"Elphaba, an ostracized but defiant girl born with green skin, and Galinda, a privileged aristocrat born popular, become extremely unlikely friends in the magical Land of Oz. As the two girls struggle with their opposing personalities, their friendship is tested as both begin to fulfil their destinies as Glinda the Good and The Wicked Witch of the West.",791.164,2024-11-20,7.7,20,"[18, 14, 10749]","['Drama', 'Fantasy', 'Romance']","['Cynthia Erivo', 'Ariana Grande', 'Jonathan Bailey', 'Michelle Yeoh', 'Jeff Goldblum']",Jon M. Chu
917496,Beetlejuice Beetlejuice,"After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Betelgeuse, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Afterlife.",418.297,2024-09-04,7.147,1831,"[35, 14, 27]","['Comedy', 'Fantasy', 'Horror']","['Michael Keaton', 'Winona Ryder', ""Catherine O'Hara"", 'Jenna Ortega', 'Justin Theroux']",Tim Burton
978796,Bagman,"For centuries and across cultures, parents have warned their children of the legendary Bagman, who snatches innocent children and stuffs them into his vile, rotting bag—never to be seen again. Patrick McKee narrowly escaped such an encounter as a boy, which left him with lasting scars throughout his adulthood. Now, Patrick’s childhood tormentor has returned, threatening the safety of his wife Karina and son Jake.",366.357,2024-09-20,6.335,79,"[27, 53]","['Horror', 'Thriller']","['Sam Claflin', 'Antonia Thomas', 'Caréll Vincent Rhoden', 'Will Davis', 'Adelle Leonce']",Colm McCarthy
573435,Bad Boys: Ride or Die,"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",406.538,2024-06-05,7.495,2348,"[28, 35]","['Action', 'Comedy']","['Will Smith', 'Martin Lawrence', 'Vanessa Hudgens', 'Alexander Ludwig', 'Paola Nuñez']",Adil El Arbi
592831,Megalopolis,"Genius artist Cesar Catilina seeks to leap the City of New Rome into a utopian, idealistic future, while his opposition, Mayor Franklyn Cicero, remains committed to a regressive status quo, perpetuating greed, special interests, and partisan warfare. Torn between them is socialite Julia Cicero, the mayor’s daughter, whose love for Cesar has divided her loyalties, forcing her to discover what she truly believes humanity deserves.",504.709,2024-09-25,5.6,443,"[18, 878]","['Drama', 'Science Fiction']","['Adam Driver', 'Giancarlo Esposito', 'Nathalie Emmanuel', 'Aubrey Plaza', 'Shia LaBeouf']",Francis Ford Coppola
1063877,Don't Move,"A grieving woman in a secluded forest encounters a killer who injects her with a paralytic drug. As her body shuts down, her fight for survival begins.",379.329,2024-10-24,6.4,506,"[53, 27]","['Thriller', 'Horror']","['Kelsey Asbille', 'Finn Wittrock', 'Daniel Francis', 'Moray Treadwell', 'Dylan Beam']",Brian Netto
1144962,Transmorphers: Mech Beasts,"20 years after the events of Transmorphers, a newer, more advanced species of alien robot descends on a rebuilt Earth, threatening once again to destroy the planet.",447.96,2023-06-09,5.5,30,"[28, 878]","['Action', 'Science Fiction']","['Tom Arnold', 'Tania Fox', 'Jolene Anderson', 'Andrew Rogers', 'Mica Javier']",Michael Su
1159311,My Hero Academia: You're Next,"In a society devastated by the effects of an all-out war between heroes and villains, a mysterious giant fortress suddenly appears, engulfing towns and people one after another. Then, a man reminiscent of All Might, the 'symbol of peace', stands in front of Izuku and his friends...",447.016,2024-08-02,6.9,51,"[16, 28, 12, 878]","['Animation', 'Action', 'Adventure', 'Science Fiction']","['Daiki Yamashita', 'Nobuhiko Okamoto', 'Yuki Kaji', 'Mamoru Miyano', 'Meru Nukumi']",Tensai Okamura
420634,Terrifier,A maniacal clown named Art terrorizes three young women on Halloween night and everyone else who stands in his way.,391.645,2018-01-25,6.391,2441,"[27, 53]","['Horror', 'Thriller']","['David Howard Thornton', 'Jenna Kanell', 'Samantha Scaffidi', 'Catherine Corcoran', 'Pooya Mohseni']",Damien Leone
827931,Time Cut,"A teen in 2024 accidentally time-travels to 2003, days before a masked killer murders her sister. Can she change the past without destroying the future?",340.191,2024-10-29,5.6,305,"[27, 878, 53]","['Horror', 'Science Fiction', 'Thriller']","['Madison Bailey', 'Antonia Gentry', 'Griffin Gluck', 'Megan Best', 'Michael Shanks']",Hannah Macpherson
823219,Flow,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",334.388,2024-08-29,8.5,248,"[16, 14, 12]","['Animation', 'Fantasy', 'Adventure']",[],Gints Zilbalodis
957452,The Crow,"Soulmates Eric and Shelly are brutally murdered when the demons of her dark past catch up with them. Given the chance to save his true love by sacrificing himself, Eric sets out to seek merciless revenge on their killers, traversing the worlds of the living and the dead to put the wrong things right.",334.248,2024-08-21,5.9,759,"[28, 14, 27]","['Action', 'Fantasy', 'Horror']","['Bill Skarsgård', 'FKA twigs', 'Danny Huston', 'Josette Simon', 'Laura Birn']",Rupert Sanders
269509,The Canterville Ghost,"An American family moves in to the Canterville Chase, a London mansion that has been haunted by ghost Sir Simon De Canterville for 300 years.",426.689,2023-09-22,6.6,21,"[16, 35, 10751, 14]","['Animation', 'Comedy', 'Family', 'Fantasy']","['Stephen Fry', 'Hugh Laurie', 'Freddie Highmore', 'Emily Carey', 'Imelda Staunton']",Kim Burdon
157336,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,433.509,2014-11-05,8.4,35610,"[12, 18, 878]","['Adventure', 'Drama', 'Science Fiction']","['Matthew McConaughey', 'Anne Hathaway', 'Michael Caine', 'Jessica Chastain', 'Casey Affleck']",Christopher Nolan
1014505,OVERLORD: The Sacred Kingdom,"After twelve years of playing his favorite MMORPG game, Momonga logs in for the last time only to find himself transported into its world playing it indefinitely. Throughout his adventures, his avatar ascends to the title of Sorcerer King Ains Ooal Gown. Once prosperous but now on the brink of ruin, The Sacred Kingdom enjoyed years of peace after construction of an enormous wall protecting them from neighboring invasions. But, one day this comes to an end when the Demon Emperor Jaldabaoth arrives with an army of villainous demi-humans. Fearing invasion of their own lands, the neighboring territory of the Slane Theocracy is forced to beg their enemies at the Sorcerer Kingdom for help. Heeding the call, Momonga, now known as the Sorcerer King Ains Ooal Gown, rallies the Sorcerer Kingdom and its undead army to join the fight alongside the Sacred Kingdom and the Slane Theocracy in hopes to defeat the Demon Emperor.",591.51,2024-09-20,7.25,12,"[28, 12, 16, 14]","['Action', 'Adventure', 'Animation', 'Fantasy']","['Satoshi Hino', 'Yumi Hara', 'Masayuki Katou', 'Yoshino Aoyama', 'Hitomi Nabatame']",Naoyuki Ito
1241982,Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",416.938,2024-11-27,0.0,0,"[16, 12, 10751, 35]","['Animation', 'Adventure', 'Family', 'Comedy']","[""Auli'i Cravalho"", 'Dwayne Johnson', 'Alan Tudyk', 'Rachel House', 'Temuera Morrison']",David G. Derrick Jr.
1140648,Double Blind,"After an experimental drug trial goes awry, the test subjects face a terrifying side effect: if you fall asleep you die. Trapped in an isolated facility, panic ensues as they try to escape and somehow stay awake.",416.911,2024-02-09,5.838,77,"[878, 27, 53]","['Science Fiction', 'Horror', 'Thriller']","['Millie Brady', 'Pollyanna McIntosh', 'Akshay Kumar', 'Diarmuid Noyes', ""Brenock O'Connor""]",Ian Hunt Duffy
726139,Project Silence,"Due to sudden deteriorating weather conditions, visibility on the Airport Bridge is severely impaired, leaving people stranded and at risk of the bridge collapsing due to a series of chain collisions and explosions. Amidst the chaos, the canine subjects ""Echo"" from the military experiment ""Project Silence,"" who were being transported in secret, break free, and all human survivors become targets of relentless attacks.",336.919,2024-07-11,7.05,230,"[28, 53, 27, 878]","['Action', 'Thriller', 'Horror', 'Science Fiction']","['Lee Sun-kyun', 'Ju Ji-hoon', 'Kim Hee-won', 'Moon Sung-keun', 'Ye Su-jeong']",Kim Tae-gon
928480,Monster Summer,"When a mysterious force begins to disrupt their big summer fun, Noah and his friends team up with a retired police detective to embark on a monstrous adventure to save their island.",561.274,2024-10-04,6.3,30,"[12, 14, 9648, 27]","['Adventure', 'Fantasy', 'Mystery', 'Horror']","['Mel Gibson', 'Mason Thames', 'Julian Lerner', 'Abigail James Witherspoon', 'Noah Cottrell']",David Henrie
663712,Terrifier 2,"A year after the Miles County massacre, Art the Clown is resurrected by a sinister entity. Art returns home, where he must hunt down and destroy teenage Sienna and her younger brother Jonathan on Halloween. As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",297.486,2022-10-06,6.8,2047,"[27, 53]","['Horror', 'Thriller']","['David Howard Thornton', 'Lauren LaVera', 'Elliott Fullam', 'Sarah Voigt', 'Kailey Hyman']",Damien Leone
947891,My Old Ass,"An 18th birthday mushroom trip brings free-spirited Elliott face-to-face with her wisecracking 39-year-old self. But when Elliott’s ""old ass"" starts handing out warnings about what her younger self should and shouldn't do, Elliott realizes she has to rethink everything about family, love, and what's becoming a transformative summer.",296.805,2024-09-13,6.7,123,"[35, 18, 10749, 878]","['Comedy', 'Drama', 'Romance', 'Science Fiction']","['Maisy Stella', 'Aubrey Plaza', 'Percy Hynes White', 'Maddie Ziegler', 'Kerrice Brooks']",Megan Park
1288998,1978,"During the World Cup final between Argentina and Holland, in times of military dictatorship, a group of torturers kidnap a group of young people. What begins as an inhumane interrogation turns into hell: the wrong group has been kidnapped.",505.238,2024-10-16,5.5,2,"[27, 53, 18]","['Horror', 'Thriller', 'Drama']","['Agustin Olcese', 'Carlos Portaluppi', 'Mario Alarcón', 'Jorge Lorenzo', 'Santiago Rios']",Nicolás Onetti
1354627,SpongeBob Squarepants: Kreepaway Kamp,"While at Kamp Koral for a reunion, SpongeBob and the gang are stalked by a mysterious figure lurking in the shadows as campers start disappearing one by one!",304.444,2024-10-10,7.132,53,"[10770, 10751, 35, 27, 16]","['TV Movie', 'Family', 'Comedy', 'Horror', 'Animation']","['Tom Kenny', 'Bill Fagerbakke', 'Rodger Bumpass', 'Clancy Brown', 'Carolyn Lawrence']",Ian Vasquez
616446,Brothers,"A reformed criminal's attempt at going straight is derailed when he reunites with his sanity-testing twin brother on a road trip for the score of a lifetime. Dodging bullets, the law, and an overbearing mother along the way, they must heal their severed family bond before they end up killing each other.",303.169,2024-10-10,6.058,182,"[28, 35, 80]","['Action', 'Comedy', 'Crime']","['Josh Brolin', 'Peter Dinklage', 'Glenn Close', 'Brendan Fraser', 'Taylour Paige']",Max Barbakow
1010581,My Fault,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",344.722,2023-06-08,7.918,3052,"[10749, 18]","['Romance', 'Drama']","['Nicole Wallace', 'Gabriel Guevara', 'Marta Hazas', 'Iván Sánchez', 'Eva Ruiz']",Domingo González
991610,Invasion,"When neighboring country Veragua suddenly attacks Curaçao and Aruba, the Dutch government is taken completely by surprise. The conflict escalates rapidly. Three young Navy recruits must figure out what is the right thing to do.",291.045,2024-04-11,4.9,10,"[28, 18, 53]","['Action', 'Drama', 'Thriller']","['Tarikh Janssen', 'Gijs Blom', 'Ortál Vriend', 'Jasha Rudge', 'Fedja van Huêt']",Bobby Boermans
482600,Japanese Mom,"""Innocent face, D-cup breasts and perfect intercourse skills! Son, this is not your girlfriend anymore but your mother!""  Ki-ho brings Yuki from Japan to marry her. However, he starts cheating on her with his ex-girlfriend in Korea.  Min-cheol comforted Yuki and thought of her as his daughter-in-law, but one day he realizes he is looking at her as a woman.  In the end, Yuki and Min-cheol have intercourse without Ki-ho knowing...",322.984,2017-02-09,6.179,28,"[10749, 18]","['Romance', 'Drama']","['Jeon Ji-hak', 'Choi Min-ho', 'Saki Mizumi', 'Ha Roo', 'Ahn So-hee']",Kim Moo-won
